"","COMPID","PUMA.NAME","AREA","POP","DENS","UR"
"92","0400807","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",4323.25,127253,29.4345689007113,"R"
"93","0400900","Cochise & Santa Cruz Counties--Sierra Vista City",19172.66,178766,9.32400616294244,"R"
"94","0500100","Benton County",2194.64,221339,100.854354244888,"R"
"95","0500200","Washington County",2439.68,203065,83.2342766264428,"R"
"96","0500300","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",12154.44,154757,12.732548764073,"R"
"97","0500400","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",11487.64,135511,11.7962436148765,"R"
"98","0500500","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",7580.69,180287,23.7823997551674,"R"
"99","0500600","Crittenden, Mississippi & Craighead (East) Counties",4526.24,107095,23.6609194386511,"R"
"100","0500700","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",10139.66,111041,10.9511561531649,"R"
"101","0500800","White, Jackson, Prairie & Woodruff Counties",7520.71,111048,14.7656271814762,"R"
"102","0500900","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",1670.84,197726,118.339278446769,"R"
"103","0501000","Pulaski County (Central)--Little Rock City",296.93,185022,623.116559458458,"U"
"104","0501100","Faulkner & Lonoke Counties",3674.19,181593,49.4239546675594,"R"
"105","0501200","Saline County",1874.12,107118,57.1564254156618,"R"
"106","0501300","Pope, Johnson, Yell, Conway & Perry Counties",9080.47,141197,15.5495255201548,"R"
"107","0501400","Sebastian & Crawford Counties",2913.75,187692,64.4159588159588,"R"
"108","0501500","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",10931.46,103220,9.44247154542943,"R"
"109","0501600","Garland, Hot Spring, Clark & Montgomery Counties",7611.81,161429,21.2077022416482,"R"
"110","0501700","Jefferson, Grant & Arkansas (Northwest) Counties",4724.57,106729,22.5902039762349,"R"
"111","0501800","Southeast Arkansas",14612.32,107079,7.32799445946982,"R"
"112","0501900","South Central Arkansas",9930.06,105795,10.6540141751409,"R"
"113","0502000","Southwest Arkansas",9407.03,107175,11.3930751788822,"R"
"114","0600101","Alameda County (North)--Berkeley & Albany Cities",31.75,131119,4129.73228346457,"U"
"115","0600102","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities",40.3,158091,3922.85359801489,"U"
"116","0600103","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",71.47,125229,1752.18972995663,"U"
"117","0600104","Alameda County (North Central)--Oakland City (South Central)",24,124608,5192,"U"
"118","0600105","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",80.34,163534,2035.52402290266,"U"
"119","0600106","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",149.98,134752,898.466462194959,"U"
"120","0600107","Alameda County (Central)--Hayward City",150.94,145655,964.986087186962,"U"
"121","0600108","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",176.64,135402,766.542119565217,"U"
"122","0600109","Alameda County (South Central)--Fremont City (East)",112.57,189764,1685.74220485032,"U"
"123","0600110","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",1076.05,202117,187.832349797872,"U"
"124","0600300","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",49863.72,191208,3.83461161742445,"R"
"125","0600701","Butte County (Northwest)--Chico City",1319.54,111389,84.4150234172515,"R"
"126","0600702","Butte County (Southeast)--Oroville City & Paradise Town",2918.88,108611,37.2098202050101,"R"
"127","0601100","Colusa, Glenn, Tehama & Trinity Counties",22257.43,126790,5.69652471107401,"R"
"128","0601301","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",52.89,114777,2170.10777084515,"U"
"129","0601302","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",90,118671,1318.56666666667,"U"
"130","0601303","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",228.07,129625,568.356206427851,"U"
"131","0601304","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",243.04,117784,484.628044766294,"U"
"132","0601305","Contra Costa County (South)--San Ramon City & Danville Town",405.12,124585,307.526165086888,"U"
"133","0601306","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",153.04,112211,733.213538944067,"U"
"134","0601307","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",161.33,120474,746.755098245832,"U"
"135","0601308","Contra Costa County (Northeast)--Antioch City",167.19,107213,641.264429690771,"U"
"136","0601309","Contra Costa County (East)--Brentwood & Oakley Cities",353.59,103685,293.235102802681,"U"
"137","0601500","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",47387.09,138098,2.91425365009753,"R"
"138","0601700","El Dorado County--El Dorado Hills",4423.4,181058,40.931862368314,"R"
"139","0601901","Fresno County (West)--Selma, Kerman & Coalinga Cities",7159.08,144724,20.215446677506,"R"
"140","0601902","Fresno County (North Central)--Fresno City (North)",135.71,173649,1279.55935450593,"U"
"141","0601903","Fresno County (Central)--Fresno City (East Central)",58.75,101880,1734.12765957447,"U"
"142","0601904","Fresno County (Central)--Fresno City (Southwest)",191.02,170140,890.692074128364,"U"
"143","0601905","Fresno County (Central)--Fresno City (Southeast)",102.99,108177,1050.36411302068,"U"
"144","0601906","Fresno County (Central)--Clovis City",138.17,102642,742.867482087284,"U"
"145","0601907","Fresno County (East)--Sanger, Reedley & Parlier Cities",7645.41,129238,16.9039986083153,"R"
"146","0602300","Humboldt County",9241.04,134623,14.5679490620103,"R"
"147","0602500","Imperial County--El Centro City",10817.35,174528,16.1340808978169,"R"
"148","0602901","Kern County (West)--Delano, Wasco & Shafter Cities",7380.5,189962,25.7383646094438,"R"
"149","0602902","Kern County (Central)--Bakersfield City (West)",182.2,200370,1099.72557628979,"U"
"150","0602903","Kern County (Central)--Bakersfield City (Northeast)",251.6,155144,616.629570747218,"U"
"151","0602904","Kern County (Central)--Bakersfield City (Southeast)",199.8,107850,539.78978978979,"U"
"152","0602905","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",13047.47,186305,14.2790134792416,"R"
"153","0603100","Kings County--Hanford City",3598.58,152982,42.5117685309205,"R"
"154","0603300","Lake & Mendocino Counties",12335.61,152506,12.3630691956052,"R"
"155","0603701","Los Angeles County (North/Unincorporated)--Castaic",5446.93,139801,25.6660173712532,"R"
"156","0603702","Los Angeles County (Northwest)--Santa Clarita City",164.55,188102,1143.12974779702,"U"
"157","0603703","Los Angeles County (North Central)--Lancaster City",368.62,163632,443.904291682491,"U"
"158","0603704","Los Angeles County (North Central)--Palmdale City",333.41,164268,492.690681143337,"U"
"159","0603705","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",95.44,166932,1749.07795473596,"U"
"160","0603706","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",75.99,136414,1795.15725753389,"U"
"161","0603707","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",50.21,150967,3006.71181039634,"U"
"162","0603708","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",100.67,136833,1359.22320452965,"U"
"163","0603709","Los Angeles County (Central)--San Gabriel Valley Region (North)",256.24,110202,430.073368716828,"U"
"164","0603710","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",98.16,174037,1772.99307253464,"U"
"165","0603711","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",160.56,163941,1021.05754857997,"U"
"166","0603712","Los Angeles County (East Central)--Pomona City",56.72,146895,2589.82722143865,"U"
"167","0603713","Los Angeles County (East Central)--Covina & Walnut Cities",63.19,109666,1735.49612280424,"U"
"168","0603714","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",113.78,109128,959.114079803129,"U"
"169","0603715","Los Angeles County (East Central)--West Covina City",40.19,120111,2988.5792485693,"U"
"170","0603716","Los Angeles County (East Central)--La Puente & Industry Cities",43.06,110351,2562.72642823967,"U"
"171","0603717","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",72.25,189098,2617.27335640138,"U"
"172","0603718","Los Angeles County (Central)--Pasadena City",51.45,135128,2626.39455782313,"U"
"173","0603719","Los Angeles County (Central)--Glendale City",78.78,190790,2421.80756537192,"U"
"174","0603720","Los Angeles County (Central)--Burbank City",73.59,118143,1605.42193232776,"U"
"175","0603721","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",26.7,133453,4998.23970037453,"U"
"176","0603722","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",34.13,159310,4667.74099033109,"U"
"177","0603723","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)",26.62,141253,5306.27347858753,"U"
"178","0603724","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",77.1,167320,2170.16861219196,"U"
"179","0603725","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)",66.94,168469,2516.71646250373,"U"
"180","0603726","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",475.89,101503,213.290886549413,"U"
"181","0603727","Los Angeles County (Central)--LA City (Central/Pacific Palisades)",122.94,151268,1230.42134374492,"U"
"182","0603728","Los Angeles County (Southwest)--Santa Monica City",24.81,102511,4131.84199919387,"U"
"183","0603729","Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)",41.76,195763,4687.81130268199,"U"
"184","0603730","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",29.95,164376,5488.34724540902,"U"
"185","0603731","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities",34.83,108399,3112.23083548665,"U"
"186","0603732","Los Angeles County (Central)--LA City (East Central/Hollywood)",26.94,176714,6559.53971789161,"U"
"187","0603733","Los Angeles County (Central)--LA City (Central/Koreatown)",7.45,112679,15124.6979865772,"U"
"188","0603734","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",30.22,195576,6471.7405691595,"U"
"189","0603735","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",50.04,193764,3872.18225419664,"U"
"190","0603736","Los Angeles County (Central)--Alhambra & South Pasadena Cities",29.9,114737,3837.35785953177,"U"
"191","0603737","Los Angeles County (Central)--Monterey Park & Rosemead Cities",37.81,128448,3397.19650886009,"U"
"192","0603738","Los Angeles County (Central)--El Monte & South El Monte Cities",38.51,131401,3412.12672033238,"U"
"193","0603739","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",95.85,166483,1736.91184141888,"U"
"194","0603740","Los Angeles County (Central)--Pico Rivera & Montebello Cities",43.13,128628,2982.33248319035,"U"
"195","0603741","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",36.51,143492,3930.21090112298,"U"
"196","0603742","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",30.97,131781,4255.11785598967,"U"
"197","0603743","Los Angeles County (Central)--East Los Angeles",18.57,124007,6677.81367797523,"U"
"198","0603744","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)",39.64,170583,4303.30474268416,"U"
"199","0603745","Los Angeles County (Central)--LA City (Southeast/East Vernon)",14.55,122254,8402.33676975945,"U"
"200","0603746","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",14.31,109831,7675.12229210342,"U"
"201","0603747","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",32.85,158277,4818.17351598174,"U"
"202","0603748","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",75.9,177765,2342.09486166008,"U"
"203","0603749","Los Angeles County (Central)--Inglewood City",23.76,113695,4785.1430976431,"U"
"204","0603750","Los Angeles County (South Central)--LA City (South Central/Westmont)",29.19,172913,5923.70674888661,"U"
"205","0603751","Los Angeles County (South Central)--LA City (South Central/Watts)",22.17,148133,6681.68696436626,"U"
"206","0603752","Los Angeles County (South)--South Gate & Lynwood Cities",32.45,171357,5280.64714946071,"U"
"207","0603753","Los Angeles County (South)--Downey City",31.3,110238,3521.98083067093,"U"
"208","0603754","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",61.22,136000,2221.49624305782,"U"
"209","0603755","Los Angeles County (Southeast)--Norwalk City",29.97,121204,4044.17751084418,"U"
"210","0603756","Los Angeles County (Southeast)--Bellflower & Paramount Cities",24.11,117361,4867.731231854,"U"
"211","0603757","Los Angeles County (South Central)--Compton City & West Rancho Dominguez",50.03,156629,3130.70157905257,"U"
"212","0603758","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",35.17,153930,4376.74154108615,"U"
"213","0603759","Los Angeles County (South Central)--Hawthorne City",21.7,112990,5206.91244239631,"U"
"214","0603760","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",44.1,138043,3130.22675736961,"U"
"215","0603761","Los Angeles County (South Central)--Torrance City",46.36,125349,2703.81794650561,"U"
"216","0603762","Los Angeles County (South Central)--Carson City",54.69,112822,2062.93655147193,"U"
"217","0603763","Los Angeles County (South Central)--Long Beach City (North)",34.46,142620,4138.71154962275,"U"
"218","0603764","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",53.39,159116,2980.25847536992,"U"
"219","0603765","Los Angeles County (Southeast)--Long Beach City (East)",57.82,130093,2249.96540989277,"U"
"220","0603766","Los Angeles County (South)--Long Beach City (Southwest & Port)",29.85,102211,3424.1541038526,"U"
"221","0603767","Los Angeles County (South)--LA City (South/San Pedro)",66.97,177298,2647.42421979991,"U"
"222","0603768","Los Angeles County (Southwest)--Palos Verdes Peninsula",418.07,111454,266.591719090105,"U"
"223","0603769","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities",14.5,100665,6942.41379310345,"U"
"224","0603900","Madera County--Madera City",5534.98,150865,27.2566477204976,"R"
"225","0604101","Marin County (North & West)--Novato & San Rafael (North) Cities",1217.88,104847,86.0897625381811,"R"
"226","0604102","Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",129.71,147562,1137.63009791072,"U"
"227","0604701","Merced County (West & South)--Los Banos & Livingston Cities",3871.39,104617,27.0231105623562,"R"
"228","0604702","Merced County (Northeast)--Merced & Atwater Cities",1140.17,151176,132.590754010367,"U"
"229","0605301","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",1320.01,174967,132.549753410959,"U"
"230","0605302","Monterey County (Northeast)--Salinas City",452.87,163203,360.374942036346,"U"
"231","0605303","Monterey (South & East) & San Benito Counties",10320.57,132156,12.8051066946884,"R"
"232","0605500","Napa County--Napa City",1938.25,136484,70.4160969947117,"R"
"233","0605700","Nevada & Sierra Counties",4949.43,102004,20.6092418722964,"R"
"234","0605901","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",122.34,177692,1452.4440085009,"U"
"235","0605902","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities",54.57,105909,1940.79164376031,"U"
"236","0605903","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",188.45,198777,1054.79968161316,"U"
"237","0605904","Orange County (Central)--Irvine City (Central)",132.52,200200,1510.71536371868,"U"
"238","0605905","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",373.84,197457,528.185854911192,"U"
"239","0605906","Orange County (North)--Yorba Linda, La Habra & Brea Cities",138.05,177007,1282.19485693589,"U"
"240","0605907","Orange County (North Central)--Fullerton & Placentia Cities",77.19,189619,2456.52286565617,"U"
"241","0605908","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",89.37,177943,1991.08201857447,"U"
"242","0605909","Orange County (North Central)--Anaheim City (West)",36.67,146177,3986.28306517589,"U"
"243","0605910","Orange County (North Central)--Anaheim City (East)",77.31,190565,2464.94632001035,"U"
"244","0605911","Orange County (Central)--Orange & Villa Park Cities",66.89,137924,2061.95245926147,"U"
"245","0605912","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",48.61,166905,3433.55276692039,"U"
"246","0605913","Orange County (Northwest)--Garden Grove City (East)",38.47,159887,4156.14764751755,"U"
"247","0605914","Orange County (Northwest)--Huntington Beach City",75.01,190243,2536.23516864418,"U"
"248","0605915","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",394.27,100044,253.744895629898,"U"
"249","0605916","Orange County (Central)--Santa Ana City (West)",31.97,151620,4742.57116046293,"U"
"250","0605917","Orange County (Central)--Santa Ana City (East)",34.86,164806,4727.65347102697,"U"
"251","0605918","Orange County (Central)--Costa Mesa & Fountain Valley Cities",67.18,177457,2641.51533194403,"U"
"252","0606101","Placer County (Southwest)--Roseville City",356.65,124136,348.061124351605,"U"
"253","0606102","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",194.17,112465,579.208940619045,"U"
"254","0606103","Placer County (East/High Country Region)--Auburn & Colfax Cities",3093.31,111831,36.1525356333507,"R"
"255","0606501","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",11135.16,180218,16.1845900732455,"R"
"256","0606502","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",1793.41,131017,73.054683535834,"R"
"257","0606503","Riverside County (Southwest)--Temecula City",430.13,127500,296.422011949876,"U"
"258","0606504","Riverside County (Southwest)--Murrieta & Wildomar Cities",148.63,126833,853.347238108054,"U"
"259","0606505","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",538.44,175913,326.708639774162,"U"
"260","0606506","Riverside County (Southwest)--Hemet City & East Hemet",645.48,147650,228.744500216893,"U"
"261","0606507","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",876.94,144045,164.258672201063,"U"
"262","0606508","Riverside County (Northwest)--Moreno Valley City",242.72,182352,751.285431773237,"U"
"263","0606509","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",439.64,117862,268.087526157765,"U"
"264","0606510","Riverside County (Northwest)--Riverside City (East)",182.82,147162,804.955694125369,"U"
"265","0606511","Riverside County (Northwest)--Riverside City (West)",87.56,164560,1879.39698492462,"U"
"266","0606512","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",222.47,100465,451.588978289208,"U"
"267","0606513","Riverside County (West Central)--Corona (Northwest) & Norco Cities",100.56,145277,1444.67979315831,"U"
"268","0606514","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",157.1,148672,946.352641629535,"U"
"269","0606515","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",1663.64,150115,90.2328628789882,"R"
"270","0606701","Sacramento County (North Central)--Citrus Heights City",48.67,105079,2159.00965687282,"U"
"271","0606702","Sacramento County (Central)--Rancho Cordova City",179.87,110868,616.378495580141,"U"
"272","0606703","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",68.66,109370,1592.92164287795,"U"
"273","0606704","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",65.36,119698,1831.36474908201,"U"
"274","0606705","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)",159.09,104243,655.245458545477,"U"
"275","0606706","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",95.36,116635,1223.1019295302,"U"
"276","0606707","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)",65.82,113698,1727.40808264965,"U"
"277","0606708","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",115.3,133058,1154.0156114484,"U"
